bnumber	domain
b1345	IPR022000
b1346	IPR038146
b1346	IPR009634
b1347	IPR009572
b1348	IPR019908
b1349	IPR018330
b1349	IPR004590
b1350	IPR010584
b1350	IPR024432
b1353	IPR025982
b1355	IPR009060
b1357	IPR001387
b1357	IPR010982
b1357	IPR031856
b1358	IPR009364
b1358	IPR037042
b1359	IPR010781
b1360	IPR028350
b1360	IPR002611
b1360	IPR027417
b1361	IPR012432
b1361	IPR036388
b1361	IPR036390
b1362	IPR004929
b1363	IPR003445
b1363	IPR004772
b1365	IPR003115
b1365	IPR036086
b1368	IPR009628
b1370	IPR002559
b1370	IPR008490
b1372	IPR008969
b1372	IPR005003
b1372	IPR011083
b1372	IPR037053
b1372	IPR013609
b1373	IPR003458
b1374	IPR009057
b1374	IPR006118
b1374	IPR006119
b1374	IPR036162
b1374	IPR006120
b1376	IPR014729
b1376	IPR006015
b1376	IPR006016
b1377	IPR033900
b1377	IPR023614
b1377	IPR001897
b1377	IPR001702
b1378	IPR017896
b1378	IPR017900
b1378	IPR033412
b1378	IPR037112
b1378	IPR019456
b1378	IPR019752
b1378	IPR002880
b1378	IPR011895
b1378	IPR002869
b1378	IPR029061
b1378	IPR011766
b1378	IPR009014
b1379	IPR005184
b1379	IPR038670
b1380	IPR006139
b1380	IPR029753
b1380	IPR029752
b1380	IPR006140
b1380	IPR036291
b1381	IPR021730
b1382	IPR025985
b1383	IPR008309
b1384	IPR035418
b1384	IPR009057
b1384	IPR037923
b1384	IPR018060
b1384	IPR020449
b1385	IPR016161
b1385	IPR016163
b1385	IPR016160
b1385	IPR029510
b1385	IPR016162
b1385	IPR015590
b1386	IPR000269
b1386	IPR012854
b1386	IPR015798
b1386	IPR036460
b1386	IPR016182
b1386	IPR015800
b1386	IPR015802
b1386	IPR036582
b1387	IPR016161
b1387	IPR016163
b1387	IPR016162
b1387	IPR015590
b1387	IPR029069
b1387	IPR002539
b1387	IPR011966
b1388	IPR012347
b1388	IPR009078
b1388	IPR011881
b1388	IPR007814
b1389	IPR009359
b1389	IPR038693
b1390	IPR012347
b1390	IPR009078
b1390	IPR007814
b1390	IPR011882
b1391	IPR034904
b1391	IPR002744
b1391	IPR011883
b1392	IPR036010
b1392	IPR001041
b1392	IPR006058
b1392	IPR012675
b1392	IPR008333
b1392	IPR017927
b1392	IPR001709
b1392	IPR039261
b1392	IPR001433
b1392	IPR011884
b1392	IPR017938
b1393	IPR029045
b1393	IPR018376
b1393	IPR001753
b1393	IPR014748
b1394	IPR029045
b1394	IPR001753
b1394	IPR014748
b1394	IPR011968
b1395	IPR006180
b1395	IPR006176
b1395	IPR011967
b1395	IPR006108
b1395	IPR041040
b1395	IPR008927
b1395	IPR036291
b1396	IPR029069
b1396	IPR011973
b1396	IPR003736
b1396	IPR006683
b1397	IPR012793
b1397	IPR002155
b1397	IPR016039
b1397	IPR020615
b1397	IPR020610
b1397	IPR020617
b1397	IPR020613
b1397	IPR020616
b1398	IPR028154
b1398	IPR000873
b1398	IPR042099
b1398	IPR011880
b1399	IPR012906
b1399	IPR013225
b1399	IPR011965
b1399	IPR036388
b1400	IPR001451
b1400	IPR011974
b1400	IPR011004
b1402	IPR025948
b1402	IPR001584
b1402	IPR012337
b1402	IPR036397
b1403	IPR009057
b1403	IPR002514
b1404	IPR001584
b1404	IPR025246
b1404	IPR012337
b1404	IPR036397
b1404	IPR001598
b1406	IPR023210
b1406	IPR036812
b1407	IPR024497
b1408	IPR000462
b1408	IPR043130
b1409	IPR000374
b1410	IPR029058
b1410	IPR022742
b1410	IPR022744
b1410	IPR029063
b1411	IPR029021
b1411	IPR016130
b1411	IPR003595
b1411	IPR000387
b1411	IPR020422
b1412	IPR003680
b1412	IPR029039
b1412	IPR023048
b1413	IPR003593
b1413	IPR011545
b1413	IPR011709
b1413	IPR007502
b1413	IPR014001
b1413	IPR001650
b1413	IPR024590
b1413	IPR027417
b1413	IPR010222
b1414	IPR003848
b1414	IPR014729
b1415	IPR016161
b1415	IPR016163
b1415	IPR016160
b1415	IPR029510
b1415	IPR016162
b1415	IPR015590
b1418	IPR011577
b1418	IPR016174
b1421	IPR035440
b1421	IPR004090
b1421	IPR004091
b1421	IPR003660
b1421	IPR004089
b1421	IPR003122
b1422	IPR005119
b1422	IPR000847
b1422	IPR036388
b1422	IPR036390
b1423	IPR009770
b1424	IPR011013
b1424	IPR014718
b1424	IPR023724
b1424	IPR014438
b1424	IPR007444
b1424	IPR013783
b1424	IPR014756
b1424	IPR006311
b1424	IPR019546
b1426	IPR007420
b1426	IPR038444
b1427	IPR016181
b1427	IPR000182
b1428	IPR040831
b1428	IPR011004
b1429	IPR004695
b1429	IPR039264
b1429	IPR011552
b1429	IPR038665
b1430	IPR029063
b1430	IPR015985
b1430	IPR004537
b1431	IPR021747
b1432	IPR001959
b1432	IPR010095
b1432	IPR021027
b1433	IPR004711
b1434	IPR001387
b1434	IPR013096
b1434	IPR010982
b1434	IPR014710
b1434	IPR011051
b1435	IPR020988
b1435	IPR001539
b1436	IPR020117
b1438	IPR001387
b1438	IPR031807
b1438	IPR010982
b1438	IPR035069
b1439	IPR004839
b1439	IPR015424
b1439	IPR015422
b1439	IPR015421
b1439	IPR000524
b1439	IPR036388
b1439	IPR036390
b1440	IPR006059
b1440	IPR001188
b1441	IPR003593
b1441	IPR003439
b1441	IPR017871
b1441	IPR008995
b1441	IPR027417
b1441	IPR013611
b1442	IPR000515
b1442	IPR035906
b1443	IPR000515
b1443	IPR035906
b1444	IPR016161
b1444	IPR016163
b1444	IPR029510
b1444	IPR016162
b1444	IPR015590
b1444	IPR015657
b1444	IPR017749
b1445	IPR019689
b1446	IPR019671
b1447	IPR006750
b1448	IPR016181
b1448	IPR000182
b1449	IPR013149
b1449	IPR041694
b1449	IPR011032
b1449	IPR036291
b1449	IPR020843
b1450	IPR011711
b1450	IPR008920
b1450	IPR000524
b1450	IPR036388
b1450	IPR036390
b1451	IPR039426
b1451	IPR012910
b1451	IPR037066
b1451	IPR000531
b1451	IPR036942
b1451	IPR010105
b1452	IPR011048
b1452	IPR015943
b1453	IPR004841
b1453	IPR004840
b1454	IPR010987
b1454	IPR036282
b1454	IPR004045
b1454	IPR036249
b1455	IPR020099
b1456	IPR001826
b1456	IPR022385
b1459	IPR002559
b1459	IPR032806
b1460	IPR002559
b1460	IPR032806
b1461	IPR004370
b1461	IPR014347
b1461	IPR017284
b1462	IPR002563
b1462	IPR012349
b1463	IPR001447
b1463	IPR038765
b1464	IPR003719
b1465	IPR023234
b1465	IPR036197
b1465	IPR003816
b1466	IPR020945
b1466	IPR003765
b1466	IPR036411
b1467	IPR017896
b1467	IPR029263
b1467	IPR038262
b1467	IPR006547
b1468	IPR009010
b1468	IPR037943
b1468	IPR006657
b1468	IPR006656
b1468	IPR006963
b1468	IPR006655
b1468	IPR027467
b1468	IPR006468
b1468	IPR028189
b1469	IPR011701
b1469	IPR036259
b1469	IPR004737
b1471	IPR001611
b1471	IPR032675
b1472	IPR023614
b1472	IPR001897
b1472	IPR001702
b1473	IPR000620
b1474	IPR009010
b1474	IPR006443
b1474	IPR006657
b1474	IPR006656
b1474	IPR006963
b1474	IPR006655
b1474	IPR027467
b1474	IPR006311
b1475	IPR017896
b1475	IPR017900
b1475	IPR006470
b1475	IPR038384
b1475	IPR014603
b1475	IPR015246
b1476	IPR011577
b1476	IPR016174
b1476	IPR006471
b1477	IPR001387
b1477	IPR010982
b1477	IPR013430
b1478	IPR013149
b1478	IPR013154
b1478	IPR002328
b1478	IPR011032
b1478	IPR036291
b1478	IPR020843
b1479	IPR015884
b1479	IPR012301
b1479	IPR037062
b1479	IPR012302
b1479	IPR001891
b1479	IPR036291
b1479	IPR023667
b1480	IPR012607
b1481	IPR019625
b1482	IPR015946
b1482	IPR003718
b1482	IPR036102
b1482	IPR019904
b1483	IPR003593
b1483	IPR003439
b1483	IPR017871
b1483	IPR013563
b1483	IPR027417
b1484	IPR003593
b1484	IPR003439
b1484	IPR017871
b1484	IPR013563
b1484	IPR027417
b1485	IPR000515
b1485	IPR035906
b1485	IPR025966
b1486	IPR000515
b1486	IPR035906
b1487	IPR030678
b1487	IPR039424
b1487	IPR023765
b1487	IPR000914
b1488	IPR000755
b1488	IPR009045
b1489	IPR012226
b1489	IPR001633
b1489	IPR035919
b1489	IPR000160
b1489	IPR029787
b1489	IPR001610
b1489	IPR000014
b1489	IPR000700
b1489	IPR035965
b1489	IPR043128
b1490	IPR039435
b1490	IPR000160
b1490	IPR009050
b1490	IPR044398
b1490	IPR012292
b1490	IPR029787
b1490	IPR043128
b1491	IPR013785
b1491	IPR003790
b1491	IPR017853
b1492	IPR002293
b1492	IPR004759
b1493	IPR010107
b1493	IPR002129
b1493	IPR015424
b1493	IPR015421
b1493	IPR021115
b1494	IPR011249
b1494	IPR011765
b1494	IPR001431
b1494	IPR007863
b1495	IPR012910
b1495	IPR037066
b1495	IPR036942
b1496	IPR003593
b1496	IPR011527
b1496	IPR036640
b1496	IPR003439
b1496	IPR017871
b1496	IPR027417
b1497	IPR023885
b1497	IPR013785
b1497	IPR034491
b1497	IPR040063
b1497	IPR007197
b1497	IPR023867
b1498	IPR017850
b1498	IPR024607
b1498	IPR000917
b1499	IPR009057
b1499	IPR018060
b1499	IPR018062
b1499	IPR020449
b1500	IPR031411
b1501	IPR009010
b1501	IPR037951
b1501	IPR006656
b1501	IPR010046
b1501	IPR041953
b1502	IPR036937
b1502	IPR008966
b1502	IPR015243
b1503	IPR000259
b1503	IPR036937
b1503	IPR008966
b1504	IPR000259
b1504	IPR036937
b1504	IPR008966
b1505	IPR000015
b1505	IPR042186
b1505	IPR025949
b1505	IPR043142
b1506	IPR018060
b1507	IPR012893
b1507	IPR017508
b1508	IPR001387
b1508	IPR010982
b1509	IPR043990
b1509	IPR005546
b1509	IPR036709
b1509	IPR006315
b1509	IPR012332
b1509	IPR011050
b1510	IPR013425
b1510	IPR024973
b1510	IPR011050
b1510	IPR030895
b1511	IPR033676
b1511	IPR043129
b1511	IPR000577
b1511	IPR018485
b1511	IPR018484
b1512	IPR037171
b1512	IPR007324
b1512	IPR036388
b1513	IPR003593
b1513	IPR003439
b1513	IPR017871
b1513	IPR030281
b1513	IPR027417
b1514	IPR001851
b1515	IPR001851
b1516	IPR030159
b1516	IPR028082
b1516	IPR025997
b1517	IPR013785
b1517	IPR002915
b1517	IPR041720
b1517	IPR033673
b1518	IPR007138
b1518	IPR011008
b1518	IPR033672
b1519	IPR041698
b1519	IPR029063
b1519	IPR023506
b1519	IPR023149
b1520	IPR021134
b1520	IPR044669
b1521	IPR008927
b1521	IPR013328
b1521	IPR023668
b1521	IPR013118
b1521	IPR013131
b1521	IPR036291
b1522	IPR000160
b1522	IPR029787
b1522	IPR043128
b1523	IPR020378
b1524	IPR012338
b1524	IPR015868
b1525	IPR016161
b1525	IPR016163
b1525	IPR016160
b1525	IPR016162
b1525	IPR015590
b1525	IPR044148
b1526	IPR005119
b1526	IPR000847
b1526	IPR036388
b1526	IPR036390
b1528	IPR011701
b1528	IPR020846
b1528	IPR036259
b1528	IPR023495
b1529	IPR002771
b1530	IPR000835
b1530	IPR023187
b1530	IPR036388
b1530	IPR036390
b1531	IPR009057
b1531	IPR018060
b1531	IPR018062
b1532	IPR025732
b1533	IPR000620
b1534	IPR011701
b1534	IPR020846
b1534	IPR036259
b1535	IPR000160
b1535	IPR029787
b1535	IPR043128
b1536	IPR036700
b1536	IPR005220
b1536	IPR016052
b1537	IPR036653
b1537	IPR008136
b1538	IPR034005
b1538	IPR024077
b1538	IPR001567
b1539	IPR036291
b1539	IPR020904
b1539	IPR002347
b1540	IPR011711
b1540	IPR008920
b1540	IPR000524
b1540	IPR036388
b1540	IPR036390
b1541	IPR017704
b1542	IPR008927
b1542	IPR013328
b1542	IPR000669
b1542	IPR013118
b1542	IPR023027
b1542	IPR013131
b1542	IPR036291
b1543	IPR011701
b1543	IPR020846
b1543	IPR005828
b1543	IPR036259
b1543	IPR004736
b1545	IPR009057
b1545	IPR006118
b1545	IPR006119
b1545	IPR036162
b1545	IPR006120
b1546	IPR003458
b1547	IPR005003
b1547	IPR011083
b1547	IPR037053
b1548	IPR009061
b1548	IPR010906
b1548	IPR036388
b1549	IPR009833
b1549	IPR036696
b1550	IPR012563
b1552	IPR012156
b1552	IPR011129
b1552	IPR019844
b1552	IPR002059
b1552	IPR012340
b1553	IPR019659
b1554	IPR034690
b1554	IPR002196
b1554	IPR023346
b1554	IPR043688
b1555	IPR009759
b1556	IPR007054
b1557	IPR012156
b1557	IPR011129
b1557	IPR019844
b1557	IPR002059
b1557	IPR012340
b1558	IPR012156
b1558	IPR011129
b1558	IPR019844
b1558	IPR002059
b1558	IPR012340
b1559	IPR003222
b1559	IPR036410
b1560	IPR010373
b1560	IPR003615
b1561	IPR016418
b1562	IPR000021
b1562	IPR018084
b1563	IPR007712
b1563	IPR035093
b1564	IPR013321
b1564	IPR007337
b1566	IPR025577
b1568	IPR037042
b1569	IPR010982
b1570	IPR001387
b1570	IPR010982
b1571	IPR009821
b1575	IPR008022
b1576	IPR009954
b1578	IPR001584
b1578	IPR012337
b1578	IPR036397
b1579	IPR044068
b1579	IPR011010
b1579	IPR013762
b1579	IPR002104
b1579	IPR010998
b1579	IPR022000
b1580	IPR013149
b1580	IPR013154
b1580	IPR002328
b1580	IPR011032
b1580	IPR036291
b1581	IPR034589
b1581	IPR036849
b1581	IPR029017
b1581	IPR029065
b1581	IPR018110
b1581	IPR013342
b1581	IPR034593
b1581	IPR013341
b1582	IPR003844
b1583	IPR009700
b1584	IPR016181
b1584	IPR000182
b1585	IPR010646
b1586	IPR010595
b1587	IPR011888
b1587	IPR009010
b1587	IPR006657
b1587	IPR006656
b1587	IPR006963
b1587	IPR006655
b1587	IPR006311
b1588	IPR011888
b1588	IPR009010
b1588	IPR006657
b1588	IPR006656
b1588	IPR006963
b1588	IPR006655
b1588	IPR027467
b1588	IPR006311
b1589	IPR017896
b1589	IPR017900
b1589	IPR014297
b1590	IPR007059
b1591	IPR026269
b1591	IPR028611
b1591	IPR020945
b1591	IPR036411
b1592	IPR014743
b1592	IPR001807
b1592	IPR023790
b1593	IPR004472
b1593	IPR027417
b1594	IPR043129
b1594	IPR000600
b1594	IPR036388
b1594	IPR036390
b1595	IPR005119
b1595	IPR000847
b1595	IPR036388
b1595	IPR036390
b1596	IPR011701
b1596	IPR020846
b1596	IPR036259
b1596	IPR005829
b1597	IPR023497
b1598	IPR009003
b1598	IPR043504
b1598	IPR008256
b1598	IPR001254
b1598	IPR018114
b1598	IPR033116
b1599	IPR000390
b1599	IPR023737
b1600	IPR000390
b1600	IPR023740
b1601	IPR002549
b1602	IPR029035
b1602	IPR012136
b1602	IPR034300
b1603	IPR008143
b1603	IPR008142
b1603	IPR007886
b1603	IPR007698
b1603	IPR036291
b1603	IPR026255
b1603	IPR024605
b1604	IPR025543
b1604	IPR010854
b1604	IPR025539
b1604	IPR036275
b1605	IPR002293
b1605	IPR004754
b1606	IPR036291
b1606	IPR020904
b1606	IPR002347
b1607	IPR009707
b1608	IPR011006
b1608	IPR001867
b1608	IPR016032
b1608	IPR001789
b1608	IPR039420
b1608	IPR036388
b1609	IPR003660
b1609	IPR003594
b1609	IPR036890
b1609	IPR005467
b1609	IPR003661
b1609	IPR036097
b1609	IPR004358
b1610	IPR008865
b1610	IPR036381
b1610	IPR036384
b1611	IPR005677
b1611	IPR024083
b1611	IPR018951
b1611	IPR020557
b1611	IPR000362
b1611	IPR022761
b1611	IPR008948
b1612	IPR004646
b1612	IPR004647
b1612	IPR036660
b1612	IPR011167
b1612	IPR020557
b1613	IPR001250
b1613	IPR016305
b1613	IPR018050
b1613	IPR014710
b1613	IPR011051
b1614	IPR010352
b1615	IPR005318
b1615	IPR023614
b1616	IPR039672
b1616	IPR036259
b1616	IPR001927
b1616	IPR018043
b1617	IPR036156
b1617	IPR008979
b1617	IPR006101
b1617	IPR023232
b1617	IPR006103
b1617	IPR023230
b1617	IPR006102
b1617	IPR006104
b1617	IPR017853
b1617	IPR013783
b1618	IPR023772
b1618	IPR009057
b1618	IPR001647
b1618	IPR036271
b1619	IPR036291
b1619	IPR020904
b1619	IPR002347
b1620	IPR000843
b1620	IPR010982
b1620	IPR001761
b1620	IPR028082
b1621	IPR036878
b1621	IPR018113
b1621	IPR003352
b1621	IPR013013
b1621	IPR001996
b1621	IPR011301
b1621	IPR004719
b1622	IPR004839
b1622	IPR027619
b1622	IPR015424
b1622	IPR015422
b1622	IPR015421
b1623	IPR006650
b1623	IPR001365
b1623	IPR028893
b1623	IPR006330
b1623	IPR032466
b1624	IPR004104
b1624	IPR000683
b1624	IPR036291
b1625	IPR007985
b1625	IPR036666
b1626	IPR019690
b1627	IPR011293
b1627	IPR003667
b1628	IPR007202
b1628	IPR017896
b1628	IPR017900
b1628	IPR010207
b1628	IPR016463
b1629	IPR017896
b1629	IPR017900
b1629	IPR009051
b1629	IPR010208
b1629	IPR011538
b1629	IPR037225
b1629	IPR026902
b1629	IPR019554
b1630	IPR004338
b1630	IPR011303
b1631	IPR007329
b1631	IPR010209
b1632	IPR003667
b1632	IPR010968
b1633	IPR011257
b1633	IPR004036
b1633	IPR003651
b1633	IPR004035
b1633	IPR003265
b1633	IPR000445
b1633	IPR023170
b1633	IPR005759
b1634	IPR023517
b1634	IPR005279
b1634	IPR020846
b1634	IPR036259
b1634	IPR000109
b1634	IPR018456
b1635	IPR010987
b1635	IPR036282
b1635	IPR040079
b1635	IPR004045
b1635	IPR004046
b1635	IPR036249
b1636	IPR013749
b1636	IPR004625
b1636	IPR023685
b1636	IPR029056
b1637	IPR001412
b1637	IPR002305
b1637	IPR014729
b1637	IPR002942
b1637	IPR036986
b1637	IPR002307
b1637	IPR024088
b1637	IPR024107
b1638	IPR000659
b1638	IPR019740
b1638	IPR011576
b1638	IPR019576
b1638	IPR012349
b1639	IPR018660
b1639	IPR036328
b1640	IPR005338
b1640	IPR043129
b1641	IPR008816
b1642	IPR000835
b1642	IPR023187
b1642	IPR023071
b1642	IPR036388
b1642	IPR036390
b1643	IPR012451
b1644	IPR043602
b1644	IPR032317
b1644	IPR006143
b1645	IPR006726
b1646	IPR036423
b1646	IPR024134
b1646	IPR018152
b1646	IPR001424
b1647	IPR020471
b1647	IPR023210
b1647	IPR036812
b1648	IPR010710
b1649	IPR009057
b1649	IPR001647
b1649	IPR036271
b1649	IPR011075
b1650	IPR013785
b1650	IPR001155
b1651	IPR029068
b1651	IPR004360
b1651	IPR004361
b1651	IPR018146
b1651	IPR037523
b1652	IPR013520
b1652	IPR005987
b1652	IPR012337
b1652	IPR036397
b1653	IPR003593
b1653	IPR013701
b1653	IPR011545
b1653	IPR014001
b1653	IPR001650
b1653	IPR027417
b1654	IPR002109
b1654	IPR033658
b1654	IPR014434
b1654	IPR004480
b1654	IPR036249
b1655	IPR000064
b1655	IPR038765
b1656	IPR001189
b1656	IPR019833
b1656	IPR019832
b1656	IPR019831
b1656	IPR036324
b1656	IPR036314
b1657	IPR011701
b1657	IPR020846
b1657	IPR036259
b1658	IPR000843
b1658	IPR010982
b1658	IPR028082
b1658	IPR023588
b1659	IPR005119
b1659	IPR000847
b1659	IPR036388
b1659	IPR036390
b1660	IPR004812
b1660	IPR011701
b1660	IPR020846
b1660	IPR036259
b1661	IPR003333
b1661	IPR029063
b1662	IPR023366
b1662	IPR001783
b1662	IPR026017
b1662	IPR017938
b1663	IPR002528
b1663	IPR022913
b1664	IPR030930
b1664	IPR012332
b1664	IPR011050
b1664	IPR004899
b1667	IPR011008
b1667	IPR014910
b1668	IPR036188
b1668	IPR038732
b1670	IPR011577
b1670	IPR016174
b1671	IPR017896
b1671	IPR017900
b1673	IPR013984
b1673	IPR013985
b1673	IPR013983
b1673	IPR036503
b1673	IPR001203
b1673	IPR036021
b1674	IPR017896
b1674	IPR017900
b1675	IPR024493
b1676	IPR001697
b1676	IPR015813
b1676	IPR040442
b1676	IPR011037
b1676	IPR018209
b1676	IPR015793
b1676	IPR015795
b1676	IPR036918
b1676	IPR015806
b1677	IPR006817
b1677	IPR016367
b1678	IPR005490
b1678	IPR041597
b1678	IPR018392
b1678	IPR038063
b1679	IPR023939
b1679	IPR003808
b1680	IPR000192
b1680	IPR020578
b1680	IPR010970
b1680	IPR015424
b1680	IPR015422
b1680	IPR015421
b1681	IPR000825
b1681	IPR037284
b1681	IPR011542
b1682	IPR003593
b1682	IPR003439
b1682	IPR017871
b1682	IPR010230
b1682	IPR027417
b1683	IPR010231
b1683	IPR000825
b1683	IPR037284
b1684	IPR000361
b1684	IPR016092
b1684	IPR017870
b1684	IPR035903
b1684	IPR011298
b1685	IPR031830
b1686	IPR029069
b1686	IPR030863
b1686	IPR003736
b1686	IPR006683
b1687	IPR017896
b1687	IPR017900
b1687	IPR016166
b1687	IPR036318
b1687	IPR016164
b1687	IPR004113
b1687	IPR009051
b1687	IPR006094
b1688	IPR002549
b1689	IPR015060
b1689	IPR010982
b1689	IPR027910
b1690	IPR011701
b1690	IPR020846
b1690	IPR036259
b1690	IPR005829
b1691	IPR011701
b1691	IPR020846
b1691	IPR036259
b1693	IPR018508
b1693	IPR013785
b1693	IPR001381
b1694	IPR014388
b1694	IPR004165
b1694	IPR037171
b1695	IPR006089
b1695	IPR006091
b1695	IPR036250
b1695	IPR009075
b1695	IPR013786
b1695	IPR037069
b1695	IPR009100
b1696	IPR003313
b1696	IPR009057
b1696	IPR018060
b1696	IPR014710
b1696	IPR011051
b1697	IPR000049
b1697	IPR014730
b1697	IPR012255
b1697	IPR033948
b1697	IPR014729
b1698	IPR029035
b1698	IPR014730
b1698	IPR001308
b1698	IPR014731
b1698	IPR018206
b1698	IPR014729
b1699	IPR002938
b1699	IPR036188
b1699	IPR039651
b1700	IPR017900
b1700	IPR012206
b1701	IPR025110
b1701	IPR020845
b1701	IPR000873
b1701	IPR042099
b1702	IPR013815
b1702	IPR008279
b1702	IPR006319
b1702	IPR018274
b1702	IPR000121
b1702	IPR023151
b1702	IPR036637
b1702	IPR002192
b1702	IPR015813
b1702	IPR040442
b1703	IPR005177
b1703	IPR026530
b1704	IPR013785
b1704	IPR006218
b1704	IPR006219
b1705	IPR019600
b1706	IPR003846
b1707	IPR001633
b1707	IPR035919
b1708	IPR000064
b1708	IPR038765
b1709	IPR003593
b1709	IPR003439
b1709	IPR017871
b1709	IPR023693
b1709	IPR027417
b1710	IPR033674
b1710	IPR000889
b1710	IPR029759
b1710	IPR029760
b1710	IPR036249
b1711	IPR037294
b1711	IPR023691
b1711	IPR000522
b1712	IPR000119
b1712	IPR020816
b1712	IPR010992
b1712	IPR005684
b1713	IPR005146
b1713	IPR009061
b1713	IPR005121
b1713	IPR036690
b1713	IPR012340
b1713	IPR004532
b1713	IPR020825
b1713	IPR041616
b1713	IPR002547
b1713	IPR033714
b1713	IPR005147
b1714	IPR006195
b1714	IPR004529
b1714	IPR004530
b1714	IPR004188
b1714	IPR022911
b1714	IPR002319
b1714	IPR010978
b1716	IPR005813
b1716	IPR035566
b1717	IPR021137
b1717	IPR018265
b1717	IPR001706
b1717	IPR037229
b1718	IPR036788
b1718	IPR036787
b1718	IPR019813
b1718	IPR001288
b1718	IPR019815
b1718	IPR019814
b1719	IPR002314
b1719	IPR006195
b1719	IPR004154
b1719	IPR036621
b1719	IPR012675
b1719	IPR004095
b1719	IPR012676
b1719	IPR002320
b1719	IPR018163
b1719	IPR033728
b1719	IPR012947
b1722	IPR007433
b1723	IPR002173
b1723	IPR011611
b1723	IPR029056
b1723	IPR017583
b1724	IPR022597
b1724	IPR038241
b1725	IPR016477
b1725	IPR011009
b1726	IPR025229
b1727	IPR036412
b1727	IPR006439
b1727	IPR041492
b1727	IPR023214
b1727	IPR023198
b1728	IPR016956
b1728	IPR007404
b1729	IPR001991
b1729	IPR036458
b1731	IPR038463
b1731	IPR019666
b1732	IPR018028
b1732	IPR024708
b1732	IPR024712
b1732	IPR043156
b1732	IPR011614
b1732	IPR037060
b1732	IPR002226
b1732	IPR010582
b1732	IPR041399
b1732	IPR020835
b1732	IPR029062
b1733	IPR022948
b1733	IPR011330
b1733	IPR006879
b1734	IPR019802
b1734	IPR001088
b1734	IPR022616
b1734	IPR015955
b1734	IPR036291
b1735	IPR013096
b1735	IPR009057
b1735	IPR018060
b1735	IPR018062
b1735	IPR014710
b1735	IPR011051
b1735	IPR020449
b1736	IPR003188
b1736	IPR036542
b1737	IPR003352
b1737	IPR004501
b1737	IPR004796
b1738	IPR036095
b1738	IPR003501
b1738	IPR013012
b1739	IPR037873
b1739	IPR007450
b1740	IPR022310
b1740	IPR003694
b1740	IPR022926
b1740	IPR014729
b1741	IPR000305
b1741	IPR035901
b1742	IPR014710
b1742	IPR011051
b1742	IPR010282
b1742	IPR023482
b1743	IPR012899
b1744	IPR007036
b1744	IPR016681
b1745	IPR037031
b1745	IPR007079
b1746	IPR016161
b1746	IPR016163
b1746	IPR016160
b1746	IPR029510
b1746	IPR016162
b1746	IPR015590
b1746	IPR017649
b1747	IPR016181
b1747	IPR007041
b1747	IPR017650
b1748	IPR017652
b1748	IPR004636
b1748	IPR005814
b1748	IPR015424
b1748	IPR015422
b1748	IPR015421
b1748	IPR026330
b1749	IPR004808
b1749	IPR020847
b1749	IPR020848
b1749	IPR036691
b1749	IPR005135
b1749	IPR037493
b1750	IPR032816
b1751	IPR017896
b1752	IPR032816
b1752	IPR015414
b1753	IPR029032
b1753	IPR003779
b1754	IPR006059
b1754	IPR027020
b1755	IPR000515
b1755	IPR035906
b1756	IPR003593
b1756	IPR003439
b1756	IPR017871
b1756	IPR027417
b1757	IPR001763
b1757	IPR036873
b1757	IPR001307
b1758	IPR000462
b1758	IPR043130
b1759	IPR020476
b1759	IPR015797
b1759	IPR020084
b1759	IPR000086
b1760	IPR009971
b1761	IPR006095
b1761	IPR033524
b1761	IPR006096
b1761	IPR006097
b1761	IPR014362
b1761	IPR036291
b1761	IPR033922
b1762	IPR009677
b1763	IPR000380
b1763	IPR003601
b1763	IPR023406
b1763	IPR013497
b1763	IPR013824
b1763	IPR013825
b1763	IPR013826
b1763	IPR023405
b1763	IPR003602
b1763	IPR005738
b1763	IPR006171
b1763	IPR034144
b1764	IPR010918
b1764	IPR036676
b1764	IPR016188
b1764	IPR036921
b1764	IPR023061
b1764	IPR004536
b1765	IPR029479
b1765	IPR000415
b1765	IPR026021
b1766	IPR029045
b1766	IPR004634
b1766	IPR004635
b1766	IPR002142
b1766	IPR033854
b1767	IPR006033
b1767	IPR036152
b1767	IPR006034
b1767	IPR020827
b1767	IPR027475
b1767	IPR040919
b1767	IPR027473
b1767	IPR041725
b1767	IPR027474
b1767	IPR037152
b1768	IPR000868
b1768	IPR036380
b1769	IPR020846
b1769	IPR005828
b1769	IPR036259
b1770	IPR014036
b1770	IPR001034
b1770	IPR037171
b1770	IPR018356
b1770	IPR036388
b1770	IPR036390
b1771	IPR020471
b1771	IPR023210
b1771	IPR036812
b1772	IPR002173
b1772	IPR011611
b1772	IPR002139
b1772	IPR029056
b1773	IPR013785
b1773	IPR000771
b1774	IPR013149
b1774	IPR013154
b1774	IPR002328
b1774	IPR011032
b1774	IPR036291
b1774	IPR020843
b1775	IPR020846
b1775	IPR005828
b1775	IPR036259
b1776	IPR013149
b1776	IPR013154
b1776	IPR002328
b1776	IPR011032
b1776	IPR036291
b1777	IPR009749
b1778	IPR028427
b1778	IPR002579
b1778	IPR011057
b1779	IPR020831
b1779	IPR020830
b1779	IPR020829
b1779	IPR020828
b1779	IPR006424
b1779	IPR036291
b1780	IPR008183
b1780	IPR025532
b1780	IPR011013
b1780	IPR014718
b1781	IPR020471
b1781	IPR023210
b1781	IPR036812
b1782	IPR010583
b1783	IPR027417
