bnumber,keyword
b0983,Porin
b0983,Reference proteome
b0983,Signal
b0983,Sugar transport
b0983,Transmembrane
b0983,Transmembrane beta strand
b0983,Transport
b0984,Cell membrane
b0984,Lipoprotein
b0984,Membrane
b0984,Palmitate
b0984,Reference proteome
b0984,Signal
b0985,Reference proteome
b0985,Signal
b0986,3D-structure
b0986,Cell membrane
b0986,Lipoprotein
b0986,Membrane
b0986,Palmitate
b0986,Reference proteome
b0986,Signal
b0987,Cell inner membrane
b0987,Cell membrane
b0987,Membrane
b0987,Reference proteome
b0987,Signal
b0987,Transmembrane
b0987,Transmembrane helix
b0988,DNA recombination
b0988,Reference proteome
b0988,Transposable element
b0988,Transposition
b0989,Activator
b0989,Cytoplasm
b0989,DNA-binding
b0989,Reference proteome
b0989,Transcription
b0989,Transcription regulation
b0990,Activator
b0990,Cytoplasm
b0990,DNA-binding
b0990,Reference proteome
b0990,Stress response
b0990,Transcription
b0990,Transcription regulation
b0991,Cell membrane
b0991,Membrane
b0991,Reference proteome
b0991,Transmembrane
b0991,Transmembrane helix
b0992,4Fe-4S
b0992,Cell inner membrane
b0992,Cell membrane
b0992,Electron transport
b0992,Iron
b0992,Iron-sulfur
b0992,Membrane
b0992,Metal-binding
b0992,Reference proteome
b0992,Repeat
b0992,Transmembrane
b0992,Transmembrane helix
b0992,Transport
b0993,3D-structure
b0993,ATP-binding
b0993,Cell inner membrane
b0993,Cell membrane
b0993,Kinase
b0993,Membrane
b0993,Nucleotide-binding
b0993,Phosphoprotein
b0993,Reference proteome
b0993,Transferase
b0993,Transmembrane
b0993,Transmembrane helix
b0993,Two-component regulatory system
b0994,Direct protein sequencing
b0994,Periplasm
b0994,Reference proteome
b0994,Signal
b0994,Transport
b0995,3D-structure
b0995,Activator
b0995,Cytoplasm
b0995,DNA-binding
b0995,Direct protein sequencing
b0995,Phosphoprotein
b0995,Reference proteome
b0995,Transcription
b0995,Transcription regulation
b0995,Two-component regulatory system
b0996,Cell inner membrane
b0996,Cell membrane
b0996,Electron transport
b0996,Heme
b0996,Iron
b0996,Membrane
b0996,Metal-binding
b0996,Reference proteome
b0996,Transmembrane
b0996,Transmembrane helix
b0996,Transport
b0997,Direct protein sequencing
b0997,Metal-binding
b0997,Molybdenum
b0997,Oxidoreductase
b0997,Periplasm
b0997,Reference proteome
b0997,Signal
b0998,Chaperone
b0998,Cytoplasm
b0998,Direct protein sequencing
b0998,Reference proteome
b0999,Reference proteome
b1000,3D-structure
b1000,Chaperone
b1000,Cytoplasm
b1000,DNA-binding
b1000,Direct protein sequencing
b1000,Reference proteome
b1001,Reference proteome
b1002,3D-structure
b1002,Direct protein sequencing
b1002,Hydrolase
b1002,Periplasm
b1002,Reference proteome
b1002,Signal
b1003,Direct protein sequencing
b1003,Reference proteome
b1004,3D-structure
b1004,Acetylation
b1004,Direct protein sequencing
b1004,FMN
b1004,Flavoprotein
b1004,NAD
b1004,Nucleotide-binding
b1004,Oxidoreductase
b1004,Reference proteome
b1006,Cell inner membrane
b1006,Cell membrane
b1006,Membrane
b1006,Reference proteome
b1006,Symport
b1006,Transmembrane
b1006,Transmembrane helix
b1006,Transport
b1007,FMN
b1007,Flavoprotein
b1007,NAD
b1007,Oxidoreductase
b1007,Reference proteome
b1008,FMN
b1008,Flavoprotein
b1008,NADP
b1008,Oxidoreductase
b1008,Reference proteome
b1009,Hydrolase
b1009,Reference proteome
b1010,Oxidoreductase
b1010,Reference proteome
b1011,Hydrolase
b1011,Reference proteome
b1012,3D-structure
b1012,FMN
b1012,Flavoprotein
b1012,Monooxygenase
b1012,NADP
b1012,Oxidoreductase
b1012,Reference proteome
b1013,3D-structure
b1013,DNA-binding
b1013,Reference proteome
b1013,Repressor
b1013,Transcription
b1013,Transcription regulation
b1014,3D-structure
b1014,DNA-binding
b1014,FAD
b1014,Flavoprotein
b1014,Multifunctional enzyme
b1014,NAD
b1014,Oxidoreductase
b1014,Proline metabolism
b1014,Reference proteome
b1014,Repressor
b1014,Transcription
b1014,Transcription regulation
b1015,Amino-acid transport
b1015,Cell inner membrane
b1015,Cell membrane
b1015,Direct protein sequencing
b1015,Ion transport
b1015,Membrane
b1015,Reference proteome
b1015,Sodium
b1015,Sodium transport
b1015,Symport
b1015,Transmembrane
b1015,Transmembrane helix
b1015,Transport
b1018,Periplasm
b1018,Reference proteome
b1018,Signal
b1019,3D-structure
b1019,Heme
b1019,Iron
b1019,Metal-binding
b1019,Oxidoreductase
b1019,Periplasm
b1019,Peroxidase
b1019,Reference proteome
b1019,Signal
b1020,ATP-binding
b1020,Cytoplasm
b1020,Direct protein sequencing
b1020,Nucleotide-binding
b1020,Reference proteome
b1020,Stress response
b1021,Cell inner membrane
b1021,Cell membrane
b1021,Membrane
b1021,Reference proteome
b1021,Transmembrane
b1021,Transmembrane helix
b1022,Cell inner membrane
b1022,Cell membrane
b1022,Glycosyltransferase
b1022,Membrane
b1022,Reference proteome
b1022,Transferase
b1022,Transmembrane
b1022,Transmembrane helix
b1023,3D-structure
b1023,Cell outer membrane
b1023,Hydrolase
b1023,Lipoprotein
b1023,Membrane
b1023,Palmitate
b1023,Reference proteome
b1023,Signal
b1024,3D-structure
b1024,Cell outer membrane
b1024,Membrane
b1024,Reference proteome
b1024,Repeat
b1024,Signal
b1024,TPR repeat
b1024,Transmembrane
b1024,Transmembrane beta strand
b1024,Transport
b1025,Cell inner membrane
b1025,Cell membrane
b1025,GTP-binding
b1025,Magnesium
b1025,Membrane
b1025,Metal-binding
b1025,Nucleotide-binding
b1025,Reference proteome
b1025,Transferase
b1025,Transmembrane
b1025,Transmembrane helix
b1026,DNA recombination
b1026,DNA-binding
b1026,Reference proteome
b1026,Transposable element
b1026,Transposition
b1027,DNA recombination
b1027,DNA-binding
b1027,Reference proteome
b1027,Transposable element
b1027,Transposition
b1028,Reference proteome
b1029,Cell membrane
b1029,Membrane
b1029,Reference proteome
b1029,Transmembrane
b1029,Transmembrane helix
b1033,3D-structure
b1033,Cytoplasm
b1033,Direct protein sequencing
b1033,NAD
b1033,NADP
b1033,Oxidoreductase
b1033,Reference proteome
b1034,3D-structure
b1034,Hydrolase
b1034,Metal-binding
b1034,Reference proteome
b1034,Zinc
b1035,Chaperone
b1035,Reference proteome
b1036,Cell inner membrane
b1036,Cell membrane
b1036,Membrane
b1036,Reference proteome
b1036,Transmembrane
b1036,Transmembrane helix
b1037,3D-structure
b1037,Cell membrane
b1037,Lipoprotein
b1037,Membrane
b1037,Palmitate
b1037,Reference proteome
b1037,Signal
b1038,3D-structure
b1038,Cell outer membrane
b1038,Membrane
b1038,Reference proteome
b1038,Signal
b1039,3D-structure
b1039,Reference proteome
b1039,Signal
b1040,Cell inner membrane
b1040,Cell membrane
b1040,DNA-binding
b1040,Membrane
b1040,Reference proteome
b1040,Transcription
b1040,Transcription regulation
b1041,Fimbrium
b1041,Reference proteome
b1041,Signal
b1042,3D-structure
b1042,Direct protein sequencing
b1042,Fimbrium
b1042,Reference proteome
b1042,Signal
b1043,Chaperone
b1043,Periplasm
b1043,Reference proteome
b1043,Signal
b1044,Reference proteome
b1044,Signal
b1045,3D-structure
b1045,Hydrolase
b1045,Reference proteome
b1045,Stress response
b1046,Lipid biosynthesis
b1046,Lipid metabolism
b1046,Phospholipid biosynthesis
b1046,Phospholipid metabolism
b1046,Reference proteome
b1046,Repeat
b1046,Transferase
b1047,Acyltransferase
b1047,Cell membrane
b1047,Membrane
b1047,Reference proteome
b1047,Transferase
b1047,Transmembrane
b1047,Transmembrane helix
b1048,3D-structure
b1048,Direct protein sequencing
b1048,Periplasm
b1048,Reference proteome
b1048,Signal
b1049,Cell inner membrane
b1049,Cell membrane
b1049,Glycosyltransferase
b1049,Membrane
b1049,Reference proteome
b1049,Transferase
b1049,Transmembrane
b1049,Transmembrane helix
b1050,Reference proteome
b1050,Signal
b1051,Reference proteome
b1053,Antibiotic resistance
b1053,Cell inner membrane
b1053,Cell membrane
b1053,Membrane
b1053,Reference proteome
b1053,Transmembrane
b1053,Transmembrane helix
b1053,Transport
b1054,Acyltransferase
b1054,Cell inner membrane
b1054,Cell membrane
b1054,Lipopolysaccharide biosynthesis
b1054,Membrane
b1054,Reference proteome
b1054,Transferase
b1054,Transmembrane
b1054,Transmembrane helix
b1055,Oxidoreductase
b1055,Reference proteome
b1055,tRNA processing
b1056,3D-structure
b1056,Direct protein sequencing
b1056,Periplasm
b1056,Reference proteome
b1056,Signal
b1057,Cell inner membrane
b1057,Cell membrane
b1057,Electron transport
b1057,Heme
b1057,Iron
b1057,Membrane
b1057,Metal-binding
b1057,Reference proteome
b1057,Transmembrane
b1057,Transmembrane helix
b1057,Transport
b1058,Reference proteome
b1059,3D-structure
b1059,FAD
b1059,Flavoprotein
b1059,Oxidoreductase
b1059,Reference proteome
b1060,Reference proteome
b1061,3D-structure
b1061,DNA damage
b1061,DNA repair
b1061,Reference proteome
b1061,SOS response
b1062,3D-structure
b1062,Direct protein sequencing
b1062,Hydrolase
b1062,Metal-binding
b1062,Pyrimidine biosynthesis
b1062,Reference proteome
b1062,Zinc
b1063,3D-structure
b1063,Cell membrane
b1063,Lipoprotein
b1063,Membrane
b1063,Palmitate
b1063,Reference proteome
b1063,Signal
b1064,3D-structure
b1064,Direct protein sequencing
b1064,Disulfide bond
b1064,Electron transport
b1064,Redox-active center
b1064,Reference proteome
b1064,Transport
b1065,Antibiotic resistance
b1065,Cell inner membrane
b1065,Cell membrane
b1065,Membrane
b1065,Reference proteome
b1065,Transmembrane
b1065,Transmembrane helix
b1065,Transport
b1066,Acyltransferase
b1066,Cytoplasm
b1066,Reference proteome
b1066,Transferase
b1067,Acetylation
b1067,Reference proteome
b1068,3D-structure
b1068,Oxidoreductase
b1068,Reference proteome
b1069,3D-structure
b1069,Cell inner membrane
b1069,Cell membrane
b1069,Cell shape
b1069,Cell wall biogenesis/degradation
b1069,Membrane
b1069,Peptidoglycan synthesis
b1069,Reference proteome
b1069,Transmembrane
b1069,Transmembrane helix
b1069,Transport
b1070,Bacterial flagellum biogenesis
b1070,Cytoplasm
b1070,Reference proteome
b1071,Bacterial flagellum biogenesis
b1071,Reference proteome
b1071,Repressor
b1071,Transcription
b1071,Transcription regulation
b1072,Bacterial flagellum biogenesis
b1072,Periplasm
b1072,Reference proteome
b1072,Signal
b1073,Bacterial flagellum
b1073,Reference proteome
b1074,Bacterial flagellum
b1074,Reference proteome
b1075,Bacterial flagellum biogenesis
b1075,Reference proteome
b1076,Bacterial flagellum
b1076,Reference proteome
b1077,Bacterial flagellum
b1077,Reference proteome
b1078,Bacterial flagellum
b1078,Reference proteome
b1079,Bacterial flagellum
b1079,Cell outer membrane
b1079,Lipoprotein
b1079,Membrane
b1079,Palmitate
b1079,Reference proteome
b1079,Signal
b1080,Bacterial flagellum
b1080,Periplasm
b1080,Reference proteome
b1080,Signal
b1081,Bacterial flagellum biogenesis
b1081,Cell wall biogenesis/degradation
b1081,Glycosidase
b1081,Hydrolase
b1081,Periplasm
b1081,Reference proteome
b1082,Bacterial flagellum
b1082,Reference proteome
b1082,Secreted
b1083,Bacterial flagellum
b1083,Reference proteome
b1083,Secreted
b1084,3D-structure
b1084,Cell inner membrane
b1084,Cell membrane
b1084,Cytoplasm
b1084,Direct protein sequencing
b1084,Endonuclease
b1084,Hydrolase
b1084,Magnesium
b1084,Membrane
b1084,Metal-binding
b1084,Nuclease
b1084,RNA-binding
b1084,Reference proteome
b1084,Zinc
b1084,rRNA processing
b1084,rRNA-binding
b1084,tRNA processing
b1084,tRNA-binding
b1085,Reference proteome
b1086,3D-structure
b1086,Direct protein sequencing
b1086,Isomerase
b1086,RNA-binding
b1086,Reference proteome
b1086,rRNA processing
b1087,3D-structure
b1087,Cytoplasm
b1087,Hydrolase
b1087,Nucleotide metabolism
b1087,Reference proteome
b1088,Reference proteome
b1088,Ribosome biogenesis
b1089,3D-structure
b1089,Direct protein sequencing
b1089,Reference proteome
b1089,Ribonucleoprotein
b1089,Ribosomal protein
b1090,Cytoplasm
b1090,Lipid biosynthesis
b1090,Lipid metabolism
b1090,Phospholipid biosynthesis
b1090,Phospholipid metabolism
b1090,Reference proteome
b1090,Transferase
b1091,3D-structure
b1091,Acyltransferase
b1091,Cytoplasm
b1091,Direct protein sequencing
b1091,Fatty acid biosynthesis
b1091,Fatty acid metabolism
b1091,Lipid biosynthesis
b1091,Lipid metabolism
b1091,Multifunctional enzyme
b1091,Reference proteome
b1091,Transferase
b1092,3D-structure
b1092,Acyltransferase
b1092,Direct protein sequencing
b1092,Fatty acid biosynthesis
b1092,Fatty acid metabolism
b1092,Lipid biosynthesis
b1092,Lipid metabolism
b1092,Reference proteome
b1092,Transferase
b1093,3D-structure
b1093,Calcium
b1093,Fatty acid biosynthesis
b1093,Fatty acid metabolism
b1093,Lipid biosynthesis
b1093,Lipid metabolism
b1093,Metal-binding
b1093,NADP
b1093,Oxidoreductase
b1093,Reference proteome
b1094,3D-structure
b1094,Cytoplasm
b1094,Direct protein sequencing
b1094,Fatty acid biosynthesis
b1094,Fatty acid metabolism
b1094,Lipid biosynthesis
b1094,Lipid metabolism
b1094,Phosphopantetheine
b1094,Phosphoprotein
b1094,Reference proteome
b1095,3D-structure
b1095,Acyltransferase
b1095,Direct protein sequencing
b1095,Fatty acid biosynthesis
b1095,Fatty acid metabolism
b1095,Lipid biosynthesis
b1095,Lipid metabolism
b1095,Reference proteome
b1095,Transferase
b1096,3D-structure
b1096,Direct protein sequencing
b1096,Folate biosynthesis
b1096,Lyase
b1096,Pyridoxal phosphate
b1096,Reference proteome
b1097,3D-structure
b1097,Cell inner membrane
b1097,Cell membrane
b1097,Cell wall biogenesis/degradation
b1097,Lyase
b1097,Membrane
b1097,Reference proteome
b1097,Transmembrane
b1097,Transmembrane helix
b1098,3D-structure
b1098,ATP-binding
b1098,Kinase
b1098,Nucleotide biosynthesis
b1098,Nucleotide-binding
b1098,Reference proteome
b1098,Transferase
b1099,3D-structure
b1099,DNA replication
b1099,DNA-directed DNA polymerase
b1099,Nucleotidyltransferase
b1099,Reference proteome
b1099,Transferase
b1100,3D-structure
b1100,Hydrolase
b1100,Metal-binding
b1100,Reference proteome
b1101,3D-structure
b1101,Cell inner membrane
b1101,Cell membrane
b1101,Direct protein sequencing
b1101,Kinase
b1101,Membrane
b1101,Phosphoprotein
b1101,Phosphotransferase system
b1101,Reference proteome
b1101,Sugar transport
b1101,Transferase
b1101,Transmembrane
b1101,Transmembrane helix
b1101,Transport
b1102,3D-structure
b1102,Cell outer membrane
b1102,Direct protein sequencing
b1102,Ion transport
b1102,Iron
b1102,Iron transport
b1102,Membrane
b1102,Receptor
b1102,Reference proteome
b1102,Signal
b1102,TonB box
b1102,Transmembrane
b1102,Transmembrane beta strand
b1102,Transport
b1103,3D-structure
b1103,Hydrolase
b1103,Nucleotide-binding
b1103,Reference proteome
b1104,Reference proteome
b1105,Cell outer membrane
b1105,Cell shape
b1105,Lipoprotein
b1105,Membrane
b1105,Palmitate
b1105,Peptidoglycan synthesis
b1105,Reference proteome
b1105,Signal
b1106,ATP-binding
b1106,Kinase
b1106,Nucleotide-binding
b1106,Reference proteome
b1106,Transferase
b1107,Cell cycle
b1107,Cell division
b1107,Cell shape
b1107,Cell wall biogenesis/degradation
b1107,Cytoplasm
b1107,Glycosidase
b1107,Hydrolase
b1107,Peptidoglycan synthesis
b1107,Reference proteome
b1108,Reference proteome
b1109,3D-structure
b1109,Cell inner membrane
b1109,Cell membrane
b1109,Direct protein sequencing
b1109,Electron transport
b1109,FAD
b1109,Flavoprotein
b1109,Membrane
b1109,NAD
b1109,Oxidoreductase
b1109,Reference proteome
b1109,Transport
b1109,Ubiquinone
b1110,Membrane
b1110,Reference proteome
b1110,Transmembrane
b1110,Transmembrane helix
b1111,Copper
b1111,DNA-binding
b1111,Reference proteome
b1111,Repressor
b1111,Transcription
b1111,Transcription regulation
b1112,Cell outer membrane
b1112,Copper
b1112,Membrane
b1112,Reference proteome
b1112,Signal
b1112,Stress response
b1113,Cell shape
b1113,Cell wall biogenesis/degradation
b1113,Glycosyltransferase
b1113,Hydrolase
b1113,Peptidoglycan synthesis
b1113,Periplasm
b1113,Reference proteome
b1113,Signal
b1113,Transferase
b1114,3D-structure
b1114,ATP-binding
b1114,Cytoplasm
b1114,DNA damage
b1114,DNA repair
b1114,DNA-binding
b1114,Helicase
b1114,Hydrolase
b1114,Nucleotide-binding
b1114,Reference proteome
b1115,Cell inner membrane
b1115,Cell membrane
b1115,Membrane
b1115,Reference proteome
b1115,Transmembrane
b1115,Transmembrane helix
b1116,3D-structure
b1116,Cell inner membrane
b1116,Cell membrane
b1116,Direct protein sequencing
b1116,Membrane
b1116,Reference proteome
b1116,Transmembrane
b1116,Transmembrane helix
b1116,Transport
b1117,ATP-binding
b1117,Cell inner membrane
b1117,Cell membrane
b1117,Direct protein sequencing
b1117,Membrane
b1117,Nucleotide-binding
b1117,Reference proteome
b1117,Translocase
b1117,Transport
b1118,Cell inner membrane
b1118,Cell membrane
b1118,Direct protein sequencing
b1118,Membrane
b1118,Reference proteome
b1118,Transmembrane
b1118,Transmembrane helix
b1118,Transport
b1119,ATP-binding
b1119,Carbohydrate metabolism
b1119,Direct protein sequencing
b1119,Kinase
b1119,Metal-binding
b1119,Nucleotide-binding
b1119,Reference proteome
b1119,Transferase
b1119,Zinc
b1120,3D-structure
b1120,Alternative promoter usage
b1120,Cytoplasm
b1120,Metal-binding
b1120,NAD
b1120,Reference proteome
b1120,Transferase
b1120,Zinc
b1121,Cell inner membrane
b1121,Cell membrane
b1121,Membrane
b1121,Reference proteome
b1121,Transmembrane
b1121,Transmembrane helix
b1122,Cell inner membrane
b1122,Cell membrane
b1122,Membrane
b1122,Reference proteome
b1122,Transmembrane
b1122,Transmembrane helix
b1123,3D-structure
b1123,Direct protein sequencing
b1123,Periplasm
b1123,Reference proteome
b1123,Signal
b1123,Transport
b1124,Cell inner membrane
b1124,Cell membrane
b1124,Membrane
b1124,Reference proteome
b1124,Transmembrane
b1124,Transmembrane helix
b1124,Transport
b1125,Cell inner membrane
b1125,Cell membrane
b1125,Membrane
b1125,Reference proteome
b1125,Transmembrane
b1125,Transmembrane helix
b1125,Transport
b1126,ATP-binding
b1126,Cell inner membrane
b1126,Cell membrane
b1126,Direct protein sequencing
b1126,Membrane
b1126,Nucleotide-binding
b1126,Reference proteome
b1126,Translocase
b1126,Transport
b1127,3D-structure
b1127,Aminopeptidase
b1127,Cytoplasm
b1127,Hydrolase
b1127,Metal-binding
b1127,Metalloprotease
b1127,Protease
b1127,Reference proteome
b1127,Zinc
b1128,3D-structure
b1128,Dioxygenase
b1128,Iron
b1128,Metal-binding
b1128,Oxidoreductase
b1128,Reference proteome
b1129,3D-structure
b1129,ATP-binding
b1129,Cell inner membrane
b1129,Cell membrane
b1129,Direct protein sequencing
b1129,Hydrolase
b1129,Kinase
b1129,Magnesium
b1129,Membrane
b1129,Metal-binding
b1129,Nucleotide-binding
b1129,Phosphoprotein
b1129,Protein phosphatase
b1129,Reference proteome
b1129,Transferase
b1129,Transmembrane
b1129,Transmembrane helix
b1129,Two-component regulatory system
b1130,3D-structure
b1130,Activator
b1130,Cytoplasm
b1130,DNA-binding
b1130,Direct protein sequencing
b1130,Phosphoprotein
b1130,Reference proteome
b1130,Repressor
b1130,Transcription
b1130,Transcription regulation
b1130,Two-component regulatory system
b1131,3D-structure
b1131,Acetylation
b1131,Direct protein sequencing
b1131,Lyase
b1131,Purine biosynthesis
b1131,Reference proteome
b1132,3D-structure
b1132,Cell inner membrane
b1132,Cell membrane
