bnumber	rank	strand	begin	end
b4378	4277	+	4613480	4614260
b4379	4278	-	4614679	4615543
b4380	4279	-	4615514	4617065
b4381	4280	+	4617322	4618102
b4382	4281	+	4618228	4619551
b4383	4282	+	4619602	4620826
b4384	4283	+	4620882	4621602
b4385	4284	+	4621768	4623100
b4386	4285	-	4623100	4624117
b4387	4286	-	4624144	4624789
b4388	4287	+	4624894	4625863
b4389	4288	+	4625911	4627294
b4390	4289	+	4627314	4628547
b4391	4290	-	4628854	4630522
b4392	4291	+	4630732	4632670
b4393	4292	+	4632759	4633086
b4394	4293	-	4633232	4633745
b4395	4294	+	4633796	4634444
b4396	4295	-	4634440	4635310
b4397	4296	+	4635520	4635994
b4398	4297	+	4636006	4636696
b4399	4298	+	4636695	4638120
b4400	4299	+	4638177	4639530
b4401	4300	-	4639589	4640306
b4402	4301	+	4640401	4640542
b4403	4302	+	4640941	4641628
